"jd","star_name","band","validation_flag","magnitude"
2455534.5916,"RU AND","Vis.","Z",11.8
2455536.385,"RU AND","Vis.","Z",12
2455539.5638,"RU AND","Vis.","Z",11.6
2455554.322,"RU AND","Vis.","Z",11.7
2455563.367,"RU AND","TG","Z",11.99
2455565.5333,"RU AND","Vis.","Z",11.6
2455567.5,"RU AND","Vis.","Z",11.8
2455568.404,"RU AND","Vis.","Z",11.3
2455571.28,"RU AND","Vis.","Z",12.1
2455576.415,"RU AND","TG","Z",11.45
2455577.416,"RU AND","TG","Z",11.43
2455578.3715,"RU AND","Vis.","Z",11.8
2455578.4,"RU AND","Vis.","Z",11.3
2455578.416,"RU AND","TG","Z",11.44
2455578.5652,"RU AND","Vis.","Z",11.7
2455579.418,"RU AND","TG","Z",11.48
2455580.419,"RU AND","TG","Z",11.45
2455581.429,"RU AND","TG","Z",11.47
2455583.349,"RU AND","TG","Z",11.47
2455583.5173,"RU AND","Vis.","Z",11.7
2455584.35,"RU AND","TG","Z",11.53
2455585.443,"RU AND","TG","Z",11.45
2455587.326,"RU AND","TG","Z",11.5
2455588.395,"RU AND","TG","Z",11.49
2455591.3181,"RU AND","V","Z",11.52
2455593.36,"RU AND","TG","Z",11.46
2455593.6382,"RU AND","Vis.","Z",12
2455594.365,"RU AND","TG","Z",11.49
2455595.382,"RU AND","TG","Z",11.49
2455596.384,"RU AND","TG","Z",11.51
2455598.305,"RU AND","TG","Z",11.51
2455599.371,"RU AND","TG","Z",11.47
2455600.3,"RU AND","Vis.","Z",11.8
2455600.322,"RU AND","Vis.","Z",11.9
2455600.377,"RU AND","TG","Z",11.49
2455601.2951,"RU AND","Vis.","Z",11.9
2455601.39,"RU AND","TG","Z",11.48
2455603.373,"RU AND","TG","Z",11.52
2455605.333,"RU AND","TG","Z",11.49
2455605.3382,"RU AND","V","Z",11.56
2455611.359,"RU AND","TG","Z",11.53
2455615.364,"RU AND","TG","Z",11.56
2455618.318,"RU AND","TG","Z",11.56
2455620.361,"RU AND","Vis.","Z",12.1
2455620.5,"RU AND","Vis.","Z",12.1
2455627.28,"RU AND","Vis.","Z",12
2455627.327,"RU AND","TG","Z",11.64
2455629.324,"RU AND","TG","Z",11.69
2455631.324,"RU AND","TG","Z",11.66
2455636.5,"RU AND","Vis.","Z",11.9
2455646.284,"RU AND","TG","Z",11.72
2455651.5,"RU AND","Vis.","Z",12
2455655.357,"RU AND","Vis.","Z",11.9
2455659.5,"RU AND","Vis.","Z",11.9
2455711.632,"RU AND","TG","Z",10.95
2455739.6,"RU AND","TG","Z",11.29
2455740.6,"RU AND","TG","Z",11.32
2455748.619,"RU AND","TG","Z",11.43
2455753.606,"RU AND","TG","Z",11.54
2455758.602,"RU AND","TG","Z",11.64
2455763.635,"RU AND","TG","Z",11.7
2455764.538,"RU AND","TG","Z",11.62
2455765.612,"RU AND","TG","Z",11.68
2455767.6,"RU AND","Vis.","Z",11.8
2455769.8,"RU AND","Vis.","Z",11.9
2455771.564,"RU AND","TG","Z",11.84
2455773.556,"RU AND","TG","Z",11.89
2455774.6,"RU AND","Vis.","Z",11.9
2455775.552,"RU AND","TG","Z",11.83
2455777.532,"RU AND","TG","Z",11.82
2455782.536,"RU AND","TG","Z",11.87
2455784.535,"RU AND","TG","Z",11.87
2455785.595,"RU AND","TG","Z",11.84
2455786.63,"RU AND","TG","Z",11.85
2455790.563,"RU AND","TG","Z",11.85
2455791.536,"RU AND","TG","Z",11.86
2455793.566,"RU AND","TG","Z",11.89
2455794.524,"RU AND","TG","Z",11.84
2455795.595,"RU AND","TG","Z",11.86
2455795.599,"RU AND","Vis.","Z",12.1
2455796.49,"RU AND","Vis.","Z",12.3
2455796.523,"RU AND","TG","Z",11.9
2455797.5,"RU AND","Vis.","Z",12.4
2455801.588,"RU AND","TG","Z",11.92
2455803.506,"RU AND","TG","Z",11.99
2455804.504,"RU AND","TG","Z",11.99
2455805.5,"RU AND","Vis.","Z",12.6
2455817.54,"RU AND","TG","Z",11.92
2455818.539,"RU AND","TG","Z",11.92
2455819.487,"RU AND","TG","Z",11.9
2455820.497,"RU AND","TG","Z",11.86
2455821.483,"RU AND","TG","Z",11.93
2455822.5,"RU AND","Vis.","Z",12.3
2455825.588,"RU AND","TG","Z",11.77
2455826.37,"RU AND","Vis.","Z",12.5
2455826.471,"RU AND","TG","Z",11.81
2455827.467,"RU AND","TG","Z",11.74
2455828.326,"RU AND","TG","Z",11.82
2455831.427,"RU AND","TG","Z",11.75
2455832.3722,"RU AND","Vis.","Z",11.9
2455832.485,"RU AND","TG","Z",11.72
2455832.6,"RU AND","Vis.","Z",11.9
2455833.472,"RU AND","TG","Z",11.72
2455833.666,"RU AND","Vis.","Z",11.7
2455834.631,"RU AND","TG","Z",11.71
2455835.4667,"RU AND","Vis.","Z",11.9
2455835.576,"RU AND","TG","Z",11.7
2455836.482,"RU AND","TG","Z",11.66
2455837.341,"RU AND","Vis.","Z",12
2455837.456,"RU AND","TG","Z",11.59
2455838.334,"RU AND","TG","Z",11.64
2455839.393,"RU AND","TG","Z",11.72
2455840.3979,"RU AND","Vis.","Z",11.8
2455840.598,"RU AND","TG","Z",11.64
2455845.4257,"RU AND","Vis.","Z",12
2455845.525,"RU AND","TG","Z",11.61
2455846.424,"RU AND","TG","Z",11.63
2455850.257,"RU AND","Vis.","Z",11.5
2455851.324,"RU AND","TG","Z",11.62
2455852.466,"RU AND","Vis.","Z",11.8
2455852.5,"RU AND","Vis.","Z",11.8
2455852.569,"RU AND","TG","Z",11.48
2455855.459,"RU AND","Vis.","Z",11.9
2455855.545,"RU AND","TG","Z",11.63
2455857.6118,"RU AND","Vis.","Z",11.9
2455860.466,"RU AND","Vis.","Z",12.1
2455861.6618,"RU AND","Vis.","Z",12.2
2455863.34,"RU AND","Vis.","Z",12.1
2455866.4465,"RU AND","Vis.","Z",12.1
2455868.4,"RU AND","Vis.","Z",12
2455871.466,"RU AND","Vis.","Z",11.9
2455874.459,"RU AND","Vis.","Z",12.2
2455882.316,"RU AND","TG","Z",11.98
2455882.3979,"RU AND","Vis.","Z",12.1
2455883.36,"RU AND","TG","Z",11.96
2455887.459,"RU AND","Vis.","Z",12.2
2455887.5,"RU AND","Vis.","Z",12.4
2455888.514,"RU AND","TG","Z",11.91
2455888.6424,"RU AND","Vis.","Z",12.3
2455889.488,"RU AND","TG","Z",11.88
2455890.507,"RU AND","TG","Z",11.88
2455891.433,"RU AND","TG","Z",11.84
2455892.4,"RU AND","TG","Z",11.79
2455893.354,"RU AND","Vis.","Z",12.1
2455893.43,"RU AND","TG","Z",11.8
2455894.3889,"RU AND","Vis.","Z",12.1
2455903.459,"RU AND","Vis.","Z",12.1
2455904.512,"RU AND","TG","Z",11.58
2455906.516,"RU AND","TG","Z",11.49
2455908.495,"RU AND","TG","Z",11.61
2455911.4243,"RU AND","Vis.","Z",11.9
2455912.333,"RU AND","Vis.","Z",12.2
2455916.27,"RU AND","Vis.","Z",12
2455916.5014,"RU AND","Vis.","Z",11.8
2455916.6729,"RU AND","Vis.","Z",11.8
2455917.4243,"RU AND","Vis.","Z",11.9
2455918.5,"RU AND","Vis.","Z",11.8
2455920.4965,"RU AND","Vis.","Z",11.9
2455921.411,"RU AND","TG","Z",11.55
2455922.334,"RU AND","Vis.","Z",12
2455922.338,"RU AND","TG","Z",11.62
2455923.393,"RU AND","TG","Z",11.57
2455929.2653,"RU AND","Vis.","Z",12.1
2455930.426,"RU AND","TG","Z",11.45
2455932.329,"RU AND","Vis.","Z",12.1
2455935.425,"RU AND","Vis.","Z",12.1
2455937.402,"RU AND","TG","Z",11.46
2455938.4,"RU AND","Vis.","Z",12.1
2455939.403,"RU AND","TG","Z",11.48
2455941.27,"RU AND","Vis.","Z",11.9
2455941.387,"RU AND","TG","Z",11.46
2455942.3979,"RU AND","Vis.","Z",12.4
2455942.487,"RU AND","Vis.","Z",12.1
2455943.395,"RU AND","TG","Z",11.5
2455945.2694,"RU AND","Vis.","Z",12
2455951.3826,"RU AND","Vis.","Z",12
2455952.3,"RU AND","Vis.","Z",11.8
2455952.389,"RU AND","TG","Z",11.57
2455953.5,"RU AND","Vis.","Z",11.9
2455953.625,"RU AND","Vis.","Z",12
2455958.3688,"RU AND","Vis.","Z",12.4
2455963.382,"RU AND","TG","Z",11.64
2455965.401,"RU AND","TG","Z",11.66
2455966.3208,"RU AND","Vis.","Z",12.2
2455969.341,"RU AND","TG","Z",11.5
2455970.365,"RU AND","TG","Z",11.57
2455974.377,"RU AND","TG","Z",11.5
2455975.321,"RU AND","TG","Z",11.44
2455976.324,"RU AND","TG","Z",11.45
2455978.356,"RU AND","TG","Z",11.5
2455978.5,"RU AND","Vis.","Z",11.9
2455979.358,"RU AND","TG","Z",11.49
2455980.332,"RU AND","TG","Z",11.48
2455981.35,"RU AND","TG","Z",11.5
2455982.318,"RU AND","TG","Z",11.5
2455984.345,"RU AND","TG","Z",11.5
2455997.5,"RU AND","Vis.","Z",12.2
2456000.307,"RU AND","TG","Z",11.66
2456008.5,"RU AND","Vis.","Z",12.3
2456028.5,"RU AND","Vis.","Z",12.3
2456093.59,"RU AND","TG","Z",12.02
2456096.574,"RU AND","TG","Z",12.01
2456097.608,"RU AND","TG","Z",11.99
2456100.605,"RU AND","TG","Z",12.04
2456101.585,"RU AND","TG","Z",12.07
2456102.593,"RU AND","TG","Z",12.04
2456106.615,"RU AND","TG","Z",12
2456107.61,"RU AND","TG","Z",12.07
2456111.5,"RU AND","Vis.","Z",12.2
2456115.609,"RU AND","TG","Z",11.95
2456117.603,"RU AND","TG","Z",11.96
2456119.548,"RU AND","TG","Z",11.94
2456123.8,"RU AND","Vis.","Z",12
2456125.609,"RU AND","TG","Z",11.78
2456127.583,"RU AND","TG","Z",11.76
2456128.5,"RU AND","Vis.","Z",12.4
2456130.6,"RU AND","Vis.","Z",11.9
2456132.56,"RU AND","TG","Z",11.66
2456134.555,"RU AND","TG","Z",11.67
2456138.547,"RU AND","TG","Z",11.57
2456139.582,"RU AND","TG","Z",11.51
2456140.7,"RU AND","Vis.","Z",11.4
2456141.593,"RU AND","TG","Z",11.47
2456143.542,"RU AND","TG","Z",11.42
2456148.61,"RU AND","TG","Z",11.36
2456150.526,"RU AND","TG","Z",11.35
2456158.4201,"RU AND","Vis.","Z",11.9
2456159.575,"RU AND","TG","Z",11.31
2456162.568,"RU AND","TG","Z",11.31
2456165.5,"RU AND","Vis.","Z",11.8
2456180.48,"RU AND","Vis.","Z",12.1
2456181.657,"RU AND","Vis.","Z",12.2
2456182.5,"RU AND","Vis.","Z",11.8
2456185.663,"RU AND","TG","Z",11.72
2456187.452,"RU AND","TG","Z",11.75
2456187.54,"RU AND","Vis.","Z",12.2
2456189.37222,"RU AND","Vis.","Z",12.3
2456193.317,"RU AND","TG","Z",11.8
2456196.5,"RU AND","Vis.","Z",12
2456203.47,"RU AND","TG","Z",11.95
2456204.26736,"RU AND","Vis.","Z",12.3
2456210.544,"RU AND","TG","Z",11.95
2456212.5,"RU AND","Vis.","Z",12.5
2456217.325,"RU AND","Vis.","Z",12.1
2456218.3,"RU AND","Vis.","Z",12.2
2456222.4,"RU AND","Vis.","Z",12.5
2456222.4576,"RU AND","Vis.","Z",12.3
2456225.523,"RU AND","TG","Z",11.72
2456234.4076,"RU AND","Vis.","Z",12.3
2456242.4,"RU AND","Vis.","Z",11.8
2456243.488,"RU AND","Vis.","Z",12.1
2456250.2799,"RU AND","Vis.","Z",12.1
2456251.42,"RU AND","Vis.","Z",11.9
2456251.496,"RU AND","TG","Z",11.48
2456252.4,"RU AND","Vis.","Z",12
2456252.6285,"RU AND","Vis.","Z",12
2456263.534,"RU AND","TG","Z",11.86
2456271.549,"RU AND","TG","Z",11.81
2456272.439,"RU AND","Vis.","Z",12
2456272.461,"RU AND","TG","Z",11.79
2456273.0938,"RU AND","Vis.","Z",11.4
2456274.5,"RU AND","Vis.","Z",12.1
2456295.398,"RU AND","TG","Z",11.85
2456295.6361,"RU AND","Vis.","Z",12
2456300.415,"RU AND","TG","Z",11.81
2456301.424,"RU AND","Vis.","Z",12.3
2456304.3,"RU AND","Vis.","Z",12.4
2456307.4,"RU AND","Vis.","Z",10.6
2456307.5,"RU AND","Vis.","Z",12.3
2456318.432,"RU AND","TG","Z",11.92
2456322.331,"RU AND","TG","Z",11.93
2456324.6333,"RU AND","Vis.","Z",12.1
2456327.345,"RU AND","TG","Z",11.96
2456328.5258,"RU AND","V","Z",12.04
2456331.5,"RU AND","Vis.","Z",12.3
2456332.315,"RU AND","TG","Z",11.89
2456333.359,"RU AND","TG","Z",11.88
2456333.5382,"RU AND","V","Z",12.01
2456334.3833,"RU AND","Vis.","Z",12.4
2456340.349,"RU AND","TG","Z",11.8
2456340.5337,"RU AND","V","Z",11.88
2456344.3,"RU AND","Vis.","Z",10.2
2456344.3139,"RU AND","Vis.","Z",12.4
2456346.352,"RU AND","TG","Z",11.68
2456354.27,"RU AND","Vis.","Z",12
2456355.3134,"RU AND","Vis.","Z",12
2456355.328,"RU AND","TG","Z",11.64
2456360.5386,"RU AND","V","Z",11.74
2456366.4,"RU AND","Vis.","Z",11.9
2456368.5342,"RU AND","V","Z",11.86
2456381.5393,"RU AND","V","Z",11.94
2456387.5,"RU AND","Vis.","Z",12.2
2456388.5382,"RU AND","V","Z",11.87
2456458.594,"RU AND","TG","Z",11.91
2456478.612,"RU AND","TG","Z",11.87
2456479.608,"RU AND","TG","Z",11.91
2456480.609,"RU AND","TG","Z",11.87
2456481.49,"RU AND","Vis.","Z",12.2
2456482.5076,"RU AND","Vis.","Z",12.1
2456484.8,"RU AND","Vis.","Z",12.2
2456498.8,"RU AND","Vis.","Z",12.1
2456511.53125,"RU AND","Vis.","Z",12.3
2456511.6,"RU AND","Vis.","Z",12.3
2456521.5,"RU AND","Vis.","Z",12.2
2456521.52361,"RU AND","Vis.","Z",13
2456522.52431,"RU AND","Vis.","Z",12.2
2456522.8515,"RU AND","V","Z",12.04
2456528.778,"RU AND","V","Z",11.96
2456532.35417,"RU AND","Vis.","Z",12.3
2456535.6,"RU AND","Vis.","Z",12.2
2456536.459,"RU AND","TG","Z",11.62
2456539.36736,"RU AND","Vis.","Z",12.1
2456541.434,"RU AND","Vis.","Z",12.4
2456541.8197,"RU AND","V","Z",11.75
2456543.48056,"RU AND","Vis.","Z",11.8
2456551.55486,"RU AND","Vis.","Z",12.1
2456558.7907,"RU AND","V","Z",11.42
2456563.5,"RU AND","Vis.","Z",11.6
2456568.41736,"RU AND","Vis.","Z",11.8
2456573.4,"RU AND","Vis.","Z",11.7
2456574.5,"RU AND","Vis.","Z",11.9
2456577.684,"RU AND","Vis.","Z",12
2456595.4,"RU AND","Vis.","Z",12.4
2456596.4743,"RU AND","Vis.","Z",12.6
2456597.6882,"RU AND","Vis.","Z",12.3
2456606.62361,"RU AND","Vis.","Z",12.4
2456624.385313,"RU AND","B","Z",13.47
2456624.385625,"RU AND","V","Z",11.974
2456629.397894,"RU AND","B","Z",13.222
2456629.398206,"RU AND","V","Z",11.834
2456634.6,"RU AND","Vis.","Z",11.3
2456637.362292,"RU AND","B","Z",13.132
2456637.362639,"RU AND","V","Z",11.74
2456640.414039,"RU AND","B","Z",13.077
2456640.414387,"RU AND","V","Z",11.678
2456642.360683,"RU AND","B","Z",13.141
2456642.361019,"RU AND","V","Z",11.703
2456645.0938,"RU AND","Vis.","Z",12.7
2456653.4188,"RU AND","Vis.","Z",12.3
2456655.6458,"RU AND","Vis.","Z",11.7
2456656.39272,"RU AND","B","Z",13.096
2456656.393067,"RU AND","V","Z",11.716
2456660.3549,"RU AND","Vis.","Z",12.5
2456664.4,"RU AND","Vis.","Z",11.8
2456667.34167,"RU AND","Vis.","Z",12.1
2456680.6528,"RU AND","Vis.","Z",12.7
2456681.39236,"RU AND","Vis.","Z",12
2456702.58243,"RU AND","V","Z",12.059
2456705.316343,"RU AND","B","Z",13.579
2456705.316667,"RU AND","V","Z",12.067
2456711.5,"RU AND","Vis.","Z",12.3
2456713.282222,"RU AND","B","Z",13.331
2456713.282546,"RU AND","V","Z",11.962
2456720.35417,"RU AND","Vis.","Z",12
2456723.2965,"RU AND","Vis.","Z",11.8
2456725.303056,"RU AND","B","Z",13.158
2456725.30338,"RU AND","V","Z",11.735
2456727.313831,"RU AND","B","Z",13.212
2456727.314155,"RU AND","V","Z",11.742
2456815.619,"RU AND","TG","Z",11.64
2456816.625,"RU AND","TG","Z",11.62
2456817.621,"RU AND","TG","Z",11.72
2456818.61,"RU AND","TG","Z",11.7
2456830.561,"RU AND","TG","Z",11.74
2456836.543,"RU AND","TG","Z",11.74
2456853.628,"RU AND","TG","Z",11.81
2456855.537,"RU AND","TG","Z",11.83
2456863.617,"RU AND","TG","Z",11.86
2456874.584,"RU AND","TG","Z",11.87
2456895.6,"RU AND","Vis.","Z",11.9
2456902.63747,"RU AND","V","Z",11.823
2456902.63883,"RU AND","B","Z",13.277
2456902.64039,"RU AND","V","Z",11.768
2456902.64212,"RU AND","B","Z",13.216
2456913.352,"RU AND","TG","Z",11.59
2456918.5,"RU AND","Vis.","Z",11.9
2456919.59882,"RU AND","V","Z",11.748
2456919.60056,"RU AND","B","Z",13.245
2456919.7847,"RU AND","V","Z",11.75
2456923.4285,"RU AND","Vis.","Z",12.4
2456927.6999,"RU AND","V","Z",11.85
2456928.4,"RU AND","Vis.","Z",12
2456929.417,"RU AND","TG","Z",11.79
2456929.5,"RU AND","Vis.","Z",12.3
2456933.394,"RU AND","TG","Z",11.83
2456934.57262,"RU AND","V","Z",12.001
2456934.57428,"RU AND","B","Z",13.51
2456939.48154,"RU AND","V","Z",11.994
2456939.48483,"RU AND","B","Z",13.439
2456939.50818,"RU AND","V","Z",12.03
2456939.50998,"RU AND","B","Z",13.463
2456948.6,"RU AND","Vis.","Z",12.2
2456950.547,"RU AND","TG","Z",11.77
2456954.508,"RU AND","TG","Z",11.72
2456956.6,"RU AND","Vis.","Z",11.5
2456963.518,"RU AND","TG","Z",11.64
2456984.399757,"RU AND","B","Z",13.208
2456984.400162,"RU AND","V","Z",11.766
2456985.5,"RU AND","Vis.","Z",12.3
2457012.446,"RU AND","TG","Z",11.69
2457014.6285,"RU AND","Vis.","Z",12.4
2457015.436,"RU AND","TG","Z",11.72
2457016.3753,"RU AND","Vis.","Z",12
2457016.443,"RU AND","TG","Z",11.59
2457017.429,"RU AND","TG","Z",11.73
2457018.4,"RU AND","Vis.","Z",12.3
2457020.396701,"RU AND","B","Z",13.254
2457020.397106,"RU AND","V","Z",11.828
2457021.423,"RU AND","TG","Z",11.77
2457022.434,"RU AND","TG","Z",11.72
2457024.489,"RU AND","TG","Z",11.64
2457027.3542,"RU AND","Vis.","Z",12.4
2457028.285451,"RU AND","V","Z",11.767
2457036.3,"RU AND","Vis.","Z",11.8
2457037.34,"RU AND","Vis.","Z",11.2
2457041.69499,"RU AND","V","Z",11.611
2457041.69553,"RU AND","B","Z",13.348
2457043.4,"RU AND","Vis.","Z",12.1
2457056.355046,"RU AND","V","Z",11.882
2457061.308264,"RU AND","V","Z",11.999
2457065.298368,"RU AND","V","Z",11.939
2457068.3362,"RU AND","Vis.","Z",12.2
2457069.3,"RU AND","Vis.","Z",12.3
2457070.3347,"RU AND","Vis.","Z",12.3
2457073.308299,"RU AND","V","Z",12.006
2457079.327616,"RU AND","V","Z",12.046
2457081.3243,"RU AND","Vis.","Z",12.5
2457082.329028,"RU AND","V","Z",12.055
2457090.3091,"RU AND","Vis.","Z",12.4
2457093.5,"RU AND","Vis.","Z",12.3
2457221.8,"RU AND","Vis.","Z",11.8
2457230.9,"RU AND","Vis.","Z",12.1
2457241.472234,"RU AND","V","Z",11.851
2457246.47,"RU AND","Vis.","Z",11.2
2457246.607211,"RU AND","V","Z",11.826
2457246.608102,"RU AND","V","Z",11.658
2457256.488866,"RU AND","V","Z",11.938
2457275.468264,"RU AND","V","Z",11.775
2457284.5513,"RU AND","V","Z",12.287
2457287.568,"RU AND","TG","Z",11.9
2457294.324456,"RU AND","V","Z",12.044
2457295.399005,"RU AND","V","Z",12.064
2457296.439595,"RU AND","B","Z",13.423
2457304.5048,"RU AND","V","Z",12.266
2457307.3424,"RU AND","Vis.","Z",12.5
2457309.446262,"RU AND","V","Z",12.292
2457328.434884,"RU AND","V","Z",12.331
2457334.488,"RU AND","TG","Z",12.06
2457335.543,"RU AND","TG","Z",12.05
2457336.485,"RU AND","TG","Z",12.09
2457336.7251,"RU AND","V","Z",12.17
2457337.548,"RU AND","TG","Z",12.06
2457339.40559,"RU AND","B","Z",13.609
2457339.406007,"RU AND","V","Z",12.208
2457340.5791,"RU AND","V","Z",12.736
2457342.400521,"RU AND","B","Z",13.686
2457342.400787,"RU AND","V","Z",12.268
2457343.6826,"RU AND","V","Z",12.27
2457364.5673,"RU AND","V","Z",12.715
2457373.7028,"RU AND","Vis.","Z",12.7
2457376.318171,"RU AND","V","Z",12.546
2457394.5562,"RU AND","V","Z",12.426
2457395.6,"RU AND","Vis.","Z",11.9
2457405.3931,"RU AND","Vis.","Z",12.4
2457411.4,"RU AND","Vis.","Z",11.2
2457417.4,"RU AND","Vis.","Z",11.2
2457433.39,"RU AND","TG","Z",11.35
2457438.4,"RU AND","Vis.","Z",11.1
2457449.5222,"RU AND","V","Z",12.082
2457458.3,"RU AND","Vis.","Z",11.5
2457460.318,"RU AND","TG","Z",11.73
2457489.5319,"RU AND","V","Z",12.858
2457573.7027,"RU AND","V","Z",12.544
2457573.8,"RU AND","Vis.","Z",12.5
2457586.6,"RU AND","TG","Z",12.39
2457588.594,"RU AND","TG","Z",12.45
2457589.594,"RU AND","TG","Z",12.46
2457595.607,"RU AND","TG","Z",12.5
2457598.612,"RU AND","TG","Z",12.57
2457603.8,"RU AND","Vis.","Z",12.6
2457608.5,"RU AND","Vis.","Z",13.2
2457608.586,"RU AND","TG","Z",12.41
2457612.532,"RU AND","TG","Z",12.31
2457613.514,"RU AND","TG","Z",12.25
2457623.531,"RU AND","TG","Z",11.83
2457625.535,"RU AND","TG","Z",11.74
2457628.672,"RU AND","V","Z",12.016
2457630.46,"RU AND","Vis.","Z",12.2
2457634.542,"RU AND","TG","Z",11.28
2457640.533,"RU AND","TG","Z",11.15
2457644.7195,"RU AND","V","Z",11.23
2457651.842,"RU AND","V","Z",11.17
2457655.419,"RU AND","V","Z",11.35
2457655.419144,"RU AND","V","Z",11.348
2457658.6062,"RU AND","V","Z",11.598
2457659.49,"RU AND","Vis.","Z",11.7
2457664.38,"RU AND","Vis.","Z",11.2
2457664.474583,"RU AND","V","Z",11.448
2457665.38,"RU AND","Vis.","Z",11.8
2457666.32292,"RU AND","Vis.","Z",12.1
2457668.4944,"RU AND","V","Z",11.348
2457668.7175,"RU AND","V","Z",11.23
2457669.6,"RU AND","Vis.","Z",11.2
2457672.7378,"RU AND","V","Z",11.3
2457683.517,"RU AND","TG","Z",11.35
2457690.495,"RU AND","TG","Z",11.44
2457691.5,"RU AND","Vis.","Z",11.9
2457691.504,"RU AND","TG","Z",11.47
2457693.4,"RU AND","Vis.","Z",11.2
2457693.546,"RU AND","TG","Z",11.51
2457700.5902,"RU AND","V","Z",12.501
2457722.6924,"RU AND","Vis.","Z",11.7
2457724.439,"RU AND","TG","Z",11.73
2457725.4,"RU AND","Vis.","Z",11.8
2457725.465,"RU AND","TG","Z",11.73
2457733.44,"RU AND","TG","Z",11.85
2457745.441,"RU AND","TG","Z",11.86
2457746.43,"RU AND","TG","Z",11.89
2457751.4,"RU AND","Vis.","Z",12.2
2457753.5506,"RU AND","V","Z",12.306
2457754.32361,"RU AND","Vis.","Z",12.6
2457754.407,"RU AND","TG","Z",11.9
2457757.415,"RU AND","TG","Z",11.93
2457759.41,"RU AND","TG","Z",11.99
2457760.41,"RU AND","TG","Z",11.97
2457767.5665,"RU AND","V","Z",12.16
2457771.435417,"RU AND","B","Z",13.756
2457771.436076,"RU AND","V","Z",12.198
2457772.397,"RU AND","TG","Z",12.19
2457775.215972,"RU AND","B","Z",13.76
2457775.21662,"RU AND","V","Z",12.282
2457775.3,"RU AND","Vis.","Z",12.4
2457776.23206,"RU AND","V","Z",12.299
2457781.305532,"RU AND","B","Z",13.859
2457781.306181,"RU AND","V","Z",12.392
2457805.5061,"RU AND","V","Z",12.19
2457807.332,"RU AND","TG","Z",12.1
2457810.3,"RU AND","Vis.","Z",11.5
2457811.5111,"RU AND","V","Z",12.16
2457824.318,"RU AND","TG","Z",12.18
2457831.5062,"RU AND","V","Z",12.681
2457858.5284,"RU AND","V","Z",12.144
2457920.46,"RU AND","Vis.","Z",11.8
2457930.725,"RU AND","V","Z",11.59
2457937.616,"RU AND","TG","Z",11.42
2457938.612,"RU AND","TG","Z",11.46
2457939.609,"RU AND","TG","Z",11.51
2457939.9,"RU AND","Vis.","Z",11.8
2457940.606,"RU AND","TG","Z",11.51
2457959.469583,"RU AND","V","Z",11.937
2457960.5972,"RU AND","V","Z",12.262
2457970.534,"RU AND","TG","Z",11.76
2457980.45,"RU AND","Vis.","Z",12.4
2457984.6,"RU AND","Vis.","Z",12.3
2457986.6611,"RU AND","V","Z",12.198
2457998.5,"RU AND","Vis.","Z",12.4
2458010.5291,"RU AND","V","Z",12.643
2458016.6,"RU AND","Vis.","Z",12.5
2458023.5,"RU AND","Vis.","Z",12.5
2458037.6,"RU AND","Vis.","Z",12.4
2458039.654,"RU AND","Vis.","Z",12.4
2458039.7386,"RU AND","V","Z",12.46
2458040.5354,"RU AND","V","Z",12.714
2458043.4,"RU AND","Vis.","Z",12.4
2458045.6,"RU AND","Vis.","Z",12.5
2458049.4,"RU AND","Vis.","Z",12.3
2458050.4861,"RU AND","V","Z",12.782
2458054.32,"RU AND","Vis.","Z",12.7
2458055.4,"RU AND","Vis.","Z",12.3
2458056.41667,"RU AND","Vis.","Z",12.7
2458065.4,"RU AND","Vis.","Z",12.2
2458069.6041,"RU AND","V","Z",12.866
2458070.4,"RU AND","Vis.","Z",12.2
2458076.4,"RU AND","Vis.","Z",12.1
2458076.61313,"RU AND","V","Z",12.148
2458076.61447,"RU AND","R","Z",10.409
2458076.61563,"RU AND","I","Z",8.282
2458079.5763,"RU AND","V","Z",12.532
2458083.4,"RU AND","Vis.","Z",12.1
2458096.6584,"RU AND","V","Z",11.884
2458096.6595,"RU AND","R","Z",10.164
2458096.6603,"RU AND","I","Z",8.053
2458101.38,"RU AND","Vis.","Z",12.1
2458102.61345,"RU AND","V","Z",11.943
2458102.61445,"RU AND","R","Z",10.231
2458102.61523,"RU AND","I","Z",8.091
2458104.3,"RU AND","Vis.","Z",12
2458111.3,"RU AND","Vis.","Z",11.9
2458118.62058,"RU AND","V","Z",11.915
2458118.6215,"RU AND","R","Z",10.085
2458118.62229,"RU AND","I","Z",7.842
2458126.69147,"RU AND","V","Z",11.738
2458126.69234,"RU AND","R","Z",10.017
2458126.69322,"RU AND","I","Z",7.803
2458130.5,"RU AND","Vis.","Z",11.3
2458133.3,"RU AND","Vis.","Z",11.8
2458153.4,"RU AND","Vis.","Z",10.8
2458156.64771,"RU AND","V","Z",10.944
2458156.64867,"RU AND","R","Z",9.453
2458156.6496,"RU AND","I","Z",7.538
2458156.66523,"RU AND","V","Z",10.97
2458156.67049,"RU AND","R","Z",9.62
2458156.67777,"RU AND","I","Z",7.722
2458156.68302,"RU AND","B","Z",12.612
